Date,PRICE_USDEUR,RATES_TIPS,PCE,PPI_Commodities,MONEY_StLouisMonetaryBase,RATES_BAA,RATES_AAA,INDU_Mining,INDU_Manufacturing,INDU_TotalIndex,PPI_PulpPaper,RATES_3mUST,EMP_Services,EMP_ConstructionAll,EMP_AllEmployeesGovt,EMP_TotalPrivate,EMP_RetailTrade,INDU_Utilities,INDU_Materials,INDU_ConsumerGoods,INDU_ProductsTotal,CPI_UrbanAllItemUSCityAvg,IND_DurableGoodsMaterials,INDU_BusinessEquipment,INDU_NondurableConsumerGoods,INDU_DurableConsumerGoods,EMP_20YearsAndOver,EMP_20To24Years,EMP_UnemployedOver27Weeks,EMP_AvgWeeksUnemployed,EMP_UnemploymentLevel,EMP_UnemploymentRate,INDU_NondurableGoodsManu,CPI_UrbanExFoodEnergy,RATES_6mUST,INCOME_RealPersonal,PCE_ExFoodEnergy,HOUSE_StartsMW,HOUSE_StartsW,HOUSE_StartsS,HOUSE_StartsNE,MONEY_M3,HOUSE_BuildingPermits,RATES_10USTyConstMaturity,RATES_5yUSTConstMaturity,RATES_1yUSTConstMaturity,EMP_JobLeavers,EMP_ContinuedClaims,EMP_4WeekContinuedClaims,EMP_ChicagoActivity,EMP_MediamWeeksUnemployed,PRICE_Gold,EMP_InsuredUnemployment,RATES_30yFixedMortgageAvg,INDU_CapacityUtilization,INDU_NondurableManu,INDU_DurableManu,MONEY_M1,MONEY_M2,FED_ReserveBalances,PRICE_WTI,HOUSE_NationalIndex,PRICE_Brent,EMP_TempHelp,EMP_EmployedToUnemployed,INV_ManufacturerInventoryToSales,INV_ManufacturerInventories,INV_InventoryToSales,INV_RetailSales,INV_NonDefenseNewOrders,INV_DurableNewOrders,INV_ManufacturerSales,EMP_UnemploymentDiscouraged,RATES_3mAACorp,CPI_AllItemExFoodEnergy,CPI_AllItemAllCityAvg,PRICE_HomeIndex,EMP_ConstructionRate,FED_EffectiveFundsRate,FED_TotalMBS,FED_TotalUSSecurities,FED_TotalAssets,PPI_TotalTradeIndustry,PPI_TotalRetailTrade
2012-01-01,1.2973,-0.76,10862.1,200.7,2647.726,5.23,3.85,98.8204,99.9112,98.9447,185.5,0.03,114946.0,5626.0,21946.0,111304.0,14817.1,96.4789,98.525,102.3665,100.4029,227.842,96.7501,95.6197,103.3385,98.4809,7.7,13.3,5476.0,40.2,12797.0,8.3,99.6528,227.877,0.06,13776.131,99.284,109.0,133.0,407.0,74.0,9730300000000.0,712.0,1.89,0.83,0.12,7.4,3566000.0,3568000.0,0.44,20.8,1574.5,2.7999999999999954,3.949999999999994,75.3629,100.5837,98.9257,2199.2000000000044,9716.500000000002,1549.4880000000003,98.83,134.165,108.09,2428.9,1956.0,1.4,605962.0,1.26,0.8,67740.0,224023.0,-5.0,8.9,0.14,123.108,130.438,137.144894033174,17.7,0.04,837517.0,1667765.0,2921892.0,116.9,113.6
2012-02-01,1.3179,-1.17,10953.5,201.6,2733.303,5.14,3.85,98.4352,100.2312,99.1363,187.3,0.09,115178.0,5629.0,21947.0,111565.0,14795.3,97.1722,99.0167,101.2442,100.2476,228.329,99.1775,97.7826,100.7733,103.1012,7.7,13.8,5242.0,39.7,12813.0,8.3,99.895,228.034,0.09,13861.174,99.439,97.0,135.0,408.0,64.0,9773100000000.0,738.0,1.87,0.72,0.13,8.0,3422500.0,3447500.0,0.07,19.7,1744.0,2.699999999999998,3.8699999999999934,75.5085,100.7065,99.4385,2204.300000000006,9736.000000000004,1572.71,97.63,134.0,111.96,2470.9,1989.0,1.35,613776.0,1.25,1.3,69729.0,226122.0,4.6,8.9,0.17,123.397,130.953,137.006351318815,17.1,0.11,836012.0,1662459.0,2924947.0,117.7,115.1
2012-03-01,1.3319999999999999,-1.1,10951.8,204.2,2684.414,5.23,3.99,98.4662,99.7542,99.2281,186.4,0.08,115380.0,5625.0,21943.0,111809.0,14826.1,95.8441,99.0895,99.639,99.7732,228.807,101.2199,99.9092,98.3092,104.9087,7.6,13.0,5236.0,39.3,12713.0,8.2,99.5959,228.478,0.13,13911.508999999998,99.597,112.0,147.0,350.0,86.0,9817800000000.0,806.0,2.03,0.89,0.18,8.6,3367000.0,3375750.0,0.26,19.2,1721.0,2.6999999999999957,3.9,75.0631,99.8076,99.3881,2210.4000000000065,9779.700000000006,1607.919000000001,108.76,135.871,125.76,2466.4,2104.0,1.22,612921.0,1.26,0.5,69443.0,220455.0,10.8,8.7,0.18,123.847,131.905,136.603168244372,17.2,0.11,840795.0,1661601.0,2925722.0,118.6,116.1
2012-04-01,1.3334,-0.98,10979.7,203.7,2673.91,5.19,3.96,98.6331,100.29899999999999,98.3628,186.6,0.08,115450.0,5618.0,21931.0,111903.0,14837.7,99.2382,98.6078,97.271,97.9792,229.187,100.4176,99.3257,95.9166,102.6358,7.5,13.3,5132.0,39.2,12646.0,8.2,100.2212,228.905,0.15,13963.525,99.753,125.0,150.0,400.0,78.0,9872100000000.0,732.0,2.23,1.04,0.19,8.0,3286000.0,3329250.0,-0.05,19.1,1660.75,2.5999999999999956,3.989999999999993,75.4115,100.1387,100.2327,2247.100000000006,9849.200000000008,1537.4740000000006,103.03,138.477,123.41,2472.5,1994.0,1.31,617237.0,1.26,-0.6,67904.0,218051.0,-6.0,8.7,0.2,124.139,132.284,137.877640330455,14.5,0.09,836789.5,1667141.0,2871807.5,118.5,117.2
2012-05-01,1.3226,-1.22,10968.6,201.9,2635.134,5.07,3.8,99.0607,99.9027,99.1659,186.1,0.09,115548.0,5604.0,21911.0,112023.0,14834.4,103.5264,99.0816,98.4788,99.0782,228.713,99.73100000000001,100.566,97.6406,101.7975,7.5,13.0,5401.0,39.6,12660.0,8.2,99.075,229.224,0.15,13975.696000000002,99.849,109.0,159.0,363.0,77.0,9903800000000.0,796.0,1.98,0.84,0.19,7.1,3296000.0,3323000.0,0.0,19.9,1661.25,2.5999999999999956,3.8399999999999936,75.0498,99.6921,99.9844,2253.500000000006,9885.100000000006,1492.4600000000012,106.17,141.05100000000004,119.57,2482.4,1950.0,1.25,618121.0,1.27,-0.1,69087.0,218474.0,4.3,8.7,0.19,124.289,132.154,139.452167447472,14.2,0.16,847820.0,1667630.0,2864280.0,119.0,117.8
2012-06-01,1.242,-1.03,10946.3,199.8,2644.969,5.02,3.64,99.2476,100.1181,101.7406,185.9,0.09,115596.0,5621.0,21930.0,112077.0,14817.5,101.2925,101.1557,101.5205,101.9741,228.524,103.264,103.9475,100.9705,103.6983,7.6,13.6,5409.0,40.3,12692.0,8.2,100.0685,229.623,0.12,13995.038,99.948,97.0,211.0,369.0,80.0,9973600000000.0,794.0,1.47,0.62,0.17,7.3,3327000.0,3328250.0,-0.05,20.4,1552.5,2.5999999999999956,3.7499999999999933,75.1697,99.7949,100.4556,2255.9000000000024,9912.700000000004,1522.9100000000005,83.17,143.168,98.63,2505.9,2024.0,1.25,609376.0,1.29,-1.0,66981.0,218603.0,-1.0,8.7,0.21,124.41,131.95600000000002,141.023516820931,12.8,0.16,851750.0,1656675.0,2842654.0,119.0,117.7
2012-07-01,1.2668,-1.0,10977.2,200.1,2669.48,4.87,3.4,100.3598,99.9738,100.2243,189.1,0.1,115712.0,5632.0,21913.0,112246.0,14812.4,103.1008,100.3846,99.8307,99.3107,228.59,96.8476,97.6209,101.7805,92.1389,7.6,13.4,5210.0,39.3,12656.0,8.2,99.4783,229.97,0.16,13909.126,100.052,114.0,189.0,350.0,87.0,10046800000000.0,849.0,1.67,0.72,0.21,6.9,3304000.0,3323750.0,-0.01,17.5,1569.5,2.5999999999999956,3.659999999999993,74.999,99.8027,100.2709,2284.4000000000037,10007.400000000014,1480.6934999999999,85.04,144.27700000000004,94.17,2516.4,2116.0,1.36,618798.0,1.3,0.3,65108.0,223677.0,-7.1,8.6,0.22,124.439,131.731,141.968195833076,12.3,0.09,855004.5,1666452.5,2864702.5,118.4,115.9
2012-08-01,1.2299,-1.22,11004.1,202.7,2669.84,4.91,3.48,99.0861,99.7761,101.8861,186.8,0.1,115872.0,5648.0,21916.0,112415.0,14817.4,101.9505,101.2623,102.6204,102.2413,229.918,100.4524,101.7929,103.1499,100.5357,7.4,13.9,5042.0,39.6,12471.0,8.1,100.6996,230.233,0.14,13867.317,100.111,131.0,168.0,379.0,76.0,10117900000000.0,840.0,1.56,0.63,0.17,7.6,3307000.0,3304250.0,0.02,18.4,1614.75,2.599999999999998,3.549999999999992,74.7564,99.6759,100.0232,2311.7000000000025,10065.30000000001,1561.819,88.99,144.7,106.78,2519.9,2059.0,1.26,622165.0,1.29,1.3,63671.0,203112.0,8.9,8.6,0.2,124.6,132.43,142.9487615204,11.3,0.14,853478.0,1649294.0,2851118.0,117.9,115.6
2012-09-01,1.2578,-1.36,11061.5,204.4,2616.688,4.84,3.49,100.54299999999999,99.7083,100.8785,186.2,0.11,116057.0,5661.0,21925.0,112593.0,14853.7,100.2075,100.91,99.8255,100.3046,231.015,101.584,101.6755,100.1678,98.4789,7.2,12.3,4911.0,39.8,12115.0,7.8,100.852,230.659,0.14,13943.928999999998,100.238,144.0,202.0,423.0,78.0,10200200000000.0,930.0,1.57,0.59,0.16,7.9,3327000.0,3312500.0,0.17,18.8,1657.75,2.6,3.589999999999992,74.6297,100.0346,99.6284,2420.7000000000025,10161.900000000009,1502.3169999999989,96.47,144.356,113.93,2489.5,1943.0,1.29,622133.0,1.29,0.8,63851.0,216283.0,-2.3,8.3,0.2,124.909,132.988,143.829213930805,11.9,0.13,843597.0,1639413.0,2812806.0,118.8,116.0
2012-10-01,1.29,-1.49,11099.8,203.5,2649.206,4.58,3.47,102.1942,99.353,99.9859,185.3,0.1,116205.0,5674.0,21903.0,112774.0,14869.0,102.024,100.6609,98.478,99.1105,231.638,100.8885,100.4655,97.7732,101.2797,7.2,13.1,4988.0,39.6,12124.0,7.8,100.5743,231.024,0.14,14046.984,100.476,161.0,231.0,445.0,78.0,10261300000000.0,887.0,1.64,0.62,0.17,8.5,3309000.0,3311250.0,0.07,19.9,1770.5,2.5999999999999956,3.3799999999999955,74.2794,99.5189,99.45200000000001,2382.4,10245.4,1446.8809999999987,92.44,143.97,112.58,2516.3,1972.0,1.27,625933.0,1.29,0.2,65817.0,217712.0,2.0,8.3,0.19,125.1,132.892,144.806025511699,11.4,0.15,834992.0,1652944.0,2808512.0,120.2,117.8
2012-11-01,1.2937,-1.4,11136.8,201.8,2665.524000000001,4.51,3.5,102.4351,100.0891,99.9465,181.6,0.09,116356.0,5684.0,21883.0,112950.0,14944.7,101.0241,100.4362,98.7975,99.5266,231.249,99.7756,101.1216,98.9332,98.2601,7.1,12.9,4805.0,39.0,12005.0,7.7,100.1953,231.33,0.15,14249.192,100.586,156.0,166.0,444.0,67.0,10319900000000.0,917.0,1.75,0.73,0.18,7.6,3368000.0,3294500.0,-0.08,18.6,1723.25,2.599999999999996,3.39,74.7314,99.7789,100.6176,2429.400000000002,10287.700000000006,1494.4139999999989,87.05,143.966,108.84,2535.8,1959.0,1.33,622746.0,1.28,0.2,66737.0,218940.0,-5.0,8.3,0.2,125.011,132.208,145.809670098458,12.2,0.17,852039.0,1645334.0,2823137.0,120.8,118.0
2012-12-01,1.301,-1.4,11140.5,201.5,2657.234000000001,4.63,3.65,102.7185,100.8832,100.5005,183.5,0.07,116540.0,5724.0,21887.0,113185.0,14913.8,98.1407,100.8696,99.9279,100.0511,231.221,99.8918,100.1728,101.2468,94.6843,7.3,13.8,4768.0,37.6,12298.0,7.9,99.69200000000001,231.725,0.13,14614.152,100.667,188.0,213.0,458.0,117.0,10445700000000.0,941.0,1.62,0.61,0.18,8.0,3195000.0,3283000.0,0.14,17.7,1728.25,2.5,3.31999999999999,75.2595,100.4654,101.5829,2467.500000000002,10361.200000000008,1485.7949999999985,88.54,143.873,110.84,2539.4,2204.0,1.31,607331.0,1.29,0.4,66397.0,229511.0,-0.8,8.5,0.2,124.781,131.77,147.108668452769,13.5,0.16,883539.0,1646645.0,2851362.0,120.8,118.0
2013-01-01,1.3186,-1.37,11202.8,202.5,2749.24,4.73,3.8,102.5622,100.5512,100.5028,180.0,0.07,116683.0,5746.0,21869.0,113394.0,14936.3,99.5815,101.2056,101.5021,100.4,231.679,99.2426,98.0907,102.2788,98.4104,7.4,14.2,4681.0,35.6,12471.0,8.0,100.1602,232.229,0.11,13894.743,100.865,93.0,223.0,486.0,86.0,10471200000000.0,940.0,1.78,0.72,0.16,8.1,3127000.0,3189000.0,0.05,15.8,1664.0,2.399999999999997,3.3399999999999896,74.9313,100.51700000000001,100.9153,2459.700000000002,10514.400000000005,1503.865999999998,91.83,144.312,110.8,2551.6,2144.0,1.39,623885.0,1.29,0.8,69666.0,218392.0,-3.3,8.5,0.16,125.067,132.137,148.328400417739,16.1,0.09,926691.0,1666118.0,2917189.0,119.9,115.6
2013-02-01,1.3692,-1.46,11239.6,204.3,2874.698,4.85,3.9,103.6102,101.0088,100.838,178.7,0.1,116903.0,5784.0,21881.0,113660.0,14951.4,100.1634,101.7118,101.0337,100.7735,232.937,100.5287,100.6546,99.8325,105.8075,7.0,12.9,4691.0,36.4,11950.0,7.7,100.6102,232.569,0.11,13835.102,100.984,136.0,222.0,498.0,106.0,10468200000000.0,980.0,2.04,0.88,0.15,7.9,3075000.0,3114750.0,0.24,17.2,1665.0,2.3999999999999972,3.5299999999999905,75.2289,100.5251,101.8824,2469.6000000000013,10460.550000000003,1632.731999999998,97.46,145.158,115.55,2568.2,1824.0,1.39,630608.0,1.27,1.4,66186.0,229342.0,1.3,8.2,0.17,125.509,133.204,149.583376331932,15.7,0.14,965784.0,1710058.0,3008704.0,120.4,117.9
2013-03-01,1.2988,-1.45,11227.1,204.0,2973.67,4.85,3.93,104.1841,100.8986,101.4756,179.8,0.09,117020.0,5802.0,21870.0,113810.0,14949.1,104.2655,102.1044,101.1694,101.1302,232.282,102.7548,101.7323,99.4273,108.0971,6.9,13.1,4563.0,37.0,11689.0,7.5,100.3684,232.794,0.12,13865.456,101.076,141.0,218.0,555.0,96.0,10539700000000.0,936.0,1.86,0.75,0.16,8.4,3011000.0,3042750.0,0.05,17.6,1570.0,2.2999999999999976,3.5099999999999896,75.0978,100.1862,102.0441,2463.8500000000013,10484.850000000002,1683.5319999999977,90.71,147.958,110.14,2587.8,1917.0,1.25,627988.0,1.29,-0.9,65911.0,210493.0,10.6,8.0,0.15,125.855,133.558,150.954945700112,14.7,0.14,1015914.0,1749545.0,3090600.0,121.4,118.9
2013-04-01,1.2857,-1.47,11205.4,203.5,3045.884,4.59,3.73,104.89299999999999,100.5117,100.5266,179.9,0.06,117218.0,5796.0,21869.0,114002.0,14968.2,103.9269,101.7352,98.4834,99.196,231.797,101.8369,101.1551,95.9939,108.391,6.9,13.4,4468.0,36.5,11760.0,7.6,100.867,232.832,0.11,13930.178,101.16,148.0,200.0,408.0,79.0,10575100000000.0,1012.0,1.86,0.76,0.14,7.6,3080000.0,3044500.0,-0.02,17.1,1602.5,2.3999999999999972,3.5549999999999944,74.7383,99.8266,101.6128,2511.8,10597.0,1801.1009999999972,97.1,150.972,108.76,2600.9,2013.0,1.31,632049.0,1.3,-0.5,67245.0,221382.0,-3.9,8.1,0.12,125.937,133.421,153.862289258046,13.2,0.16,1070974.0,1805639.0,3215432.0,122.1,119.5
2013-05-01,1.3192,-1.33,11244.6,204.1,3139.2270000000008,4.73,3.89,105.4444,100.8144,100.7563,179.2,0.04,117402.0,5829.0,21864.0,114229.0,15002.0,101.6684,102.1406,98.3893,98.8991,231.893,101.6207,100.3017,96.2936,106.7292,6.8,13.3,4347.0,36.8,11654.0,7.5,101.6464,232.996,0.08,14009.753,101.268,139.0,206.0,482.0,103.0,10611300000000.0,1003.0,1.66,0.65,0.11,8.1,3040500.0,3037250.0,0.11,17.1,1469.5,2.3999999999999986,3.3499999999999894,74.8922,100.3653,101.6629,2534.5000000000014,10583.600000000002,1831.841,90.74,153.868,98.34,2610.2,1930.0,1.26,630257.0,1.29,0.5,69054.0,230679.0,4.1,8.0,0.1,126.024,133.626,156.004379154911,10.8,0.14,1121535.0,1847983.0,3317194.0,120.6,118.1
2013-06-01,1.2988,-0.82,11268.8,204.3,3222.379000000001,5.19,4.27,106.1753,101.0516,103.449,181.7,0.05,117550.0,5855.0,21840.0,114434.0,15048.5,100.5643,104.2417,102.2324,101.9826,232.445,104.4834,102.2719,100.2563,110.0958,6.9,13.5,4355.0,36.4,11751.0,7.5,102.7531,233.35,0.07,14021.223,101.437,123.0,205.0,425.0,86.0,10665900000000.0,942.0,2.16,1.05,0.14,8.7,2999000.0,3001500.0,0.03,17.0,1410.25,2.3,3.80999999999999,75.0342,100.5082,102.02799999999999,2585.8000000000025,10640.199999999997,1979.1999999999975,91.93,156.439,100.43,2622.8,2092.0,1.25,621308.0,1.29,0.4,68803.0,240657.0,-1.0,8.2,0.1,126.099,133.9,157.836587730806,9.8,0.09,1164934.0,1883559.0,3385128.0,121.1,118.6
2013-07-01,1.306,-0.41,11296.7,204.4,3310.35,5.32,4.34,107.4346,100.1152,101.5578,180.7,0.04,117681.0,5859.0,21815.0,114571.0,15089.7,100.455,103.31,99.5125,98.3948,232.9,98.0103,95.5263,100.412,95.8779,6.7,12.4,4258.0,37.3,11335.0,7.3,101.6998,233.88,0.09,13991.979,101.565,159.0,215.0,396.0,110.0,10721900000000.0,997.0,2.5,1.39,0.15,8.6,3003000.0,2991250.0,-0.05,16.2,1243.5,2.299999999999998,4.374999999999995,74.2424,99.8229,100.7127,2526.6,10707.1,2023.3359999999975,97.94,158.3,103.19,2624.4,1900.0,1.33,629792.0,1.29,0.7,65978.0,214999.0,-4.8,7.8,0.11,126.137,133.91899999999998,159.60643686001998,9.1,0.1,1208136.0,1942678.0,3492742.0,121.9,119.2
2013-08-01,1.3217,-0.45,11329.2,204.2,3419.655,5.42,4.54,107.6177,101.0334,104.2846,181.4,0.04,117872.0,5878.0,21831.0,114797.0,15129.5,100.2378,105.4898,103.3954,102.2316,233.456,103.7681,100.2297,102.1635,108.2749,6.7,13.2,4296.0,37.6,11279.0,7.2,102.9162,234.336,0.08,14017.133999999998,101.678,160.0,207.0,452.0,98.0,10780400000000.0,964.0,2.74,1.49,0.13,7.8,2944000.0,2978000.0,0.18,16.5,1323.75,2.299999999999998,4.39,74.8724,99.8584,102.4141,2552.200000000001,10747.000000000004,2154.521999999997,107.93,159.408,109.94,2634.0,1947.0,1.26,632143.0,1.29,-0.3,65882.0,222323.0,6.3,7.8,0.09,126.395,134.09799999999998,161.545191218526,9.1,0.08,1246964.0,1982407.0,3571797.0,121.7,119.5
2013-09-01,1.3196,-0.16,11366.9,203.9,3509.062,5.47,4.64,109.2537,101.1564,103.6462,181.6,0.02,118005.0,5910.0,21835.0,114980.0,15162.7,101.5166,105.2316,101.3785,101.083,233.544,105.1987,101.0441,99.7348,107.9021,6.7,12.8,4132.0,37.4,11270.0,7.2,101.4596,234.7,0.05,14069.86,101.795,157.0,182.0,418.0,93.0,10832600000000.0,1004.0,2.78,1.62,0.13,8.7,2839000.0,2932000.0,0.08,16.5,1392.75,2.1999999999999984,4.509999999999989,74.9053,99.4488,102.9605,2585.500000000001,10811.600000000002,2244.5339999999987,107.98,159.684,115.97,2639.4,1910.0,1.26,628594.0,1.3,-0.1,66200.0,230374.0,-1.0,7.8,0.08,126.668,134.255,163.28586769165898,8.5,0.07,1291368.0,2028450.0,3649319.0,122.1,119.6
2013-10-01,1.3534,-0.35,11419.8,202.5,3630.758,5.31,4.53,107.3041,101.2393,102.4679,181.6,0.05,118183.0,5931.0,21830.0,115210.0,15196.3,103.0165,103.9671,100.1801,100.1778,233.669,105.2822,100.7116,97.6269,110.3243,6.6,12.2,4024.0,35.1,11136.0,7.2,101.0668,234.921,0.04,14039.392,102.004,168.0,219.0,413.0,125.0,10945200000000.0,1044.0,2.66,1.42,0.1,7.5,2944000.0,2895750.0,0.02,16.3,1332.25,2.299999999999998,4.219999999999988,74.9758,99.6046,103.0719,2589.9000000000015,10888.3,2311.3589999999976,102.09,159.561,107.32,2640.6,2198.0,1.26,632507.0,1.3,0.3,64322.0,225155.0,1.0,7.7,0.11,126.818,133.876,164.804235724432,9.0,0.08,1342133.0,2076927.0,3747387.0,122.8,121.3
2013-11-01,1.3488,-0.33,11487.6,201.2,3702.166,5.38,4.63,108.3689,101.2008,102.2599,181.1,0.07,118393.0,5963.0,21843.0,115461.0,15212.3,104.288,104.4247,99.5876,99.5069,234.1,103.9086,99.8898,97.6741,107.1948,6.4,11.6,4042.0,36.6,10787.0,6.9,99.9146,235.359,0.08,14091.431,102.176,210.0,223.0,576.0,91.0,10953000000000.0,1029.0,2.65,1.37,0.1,8.1,2873000.0,2914500.0,0.26,17.1,1314.75,2.1999999999999984,4.09999999999999,74.9535,99.0886,103.5436,2615.1000000000004,10958.95,2424.9169999999976,94.56,159.364,105.78,2660.0,1550.0,1.32,627310.0,1.29,0.2,68263.0,238012.0,-5.4,7.4,0.09,126.883,133.596,166.013536609015,8.6,0.08,1393687.0,2117750.0,3843396.0,123.0,120.3
2013-12-01,1.3606,-0.32,11517.9,202.0,3685.395,5.38,4.62,108.863,101.1759,102.559,183.2,0.07,118492.0,5932.0,21820.0,115553.0,15287.7,106.7683,104.5041,101.3787,100.0081,234.719,102.4119,97.2419,101.9571,99.1229,6.2,10.8,3863.0,36.5,10404.0,6.7,99.9462,235.759,0.11,14142.583,102.311,148.0,274.0,498.0,82.0,11015000000000.0,1007.0,2.75,1.37,0.13,8.1,2808000.0,2845750.0,0.04,17.3,1245.25,2.1999999999999984,4.289999999999991,74.9108,99.7409,102.883,2654.5000000000005,10986.100000000002,2479.6969999999988,92.55,159.284,111.07,2685.2,1767.0,1.28,611873.0,1.3,0.7,66857.0,230535.0,0.4,7.2,0.09,126.668,133.509,166.913312056451,11.4,0.07,1439859.0,2166727.0,3929251.0,122.1,118.5
2014-01-01,1.3779,0.06,11503.7,203.8,3733.589,5.19,4.49,110.3368,100.023,102.4432,180.9,0.04,118611.0,5985.0,21814.0,115734.0,15262.9,107.8139,104.9836,101.9723,100.1167,235.288,100.9604,96.9161,102.0115,101.8491,6.1,11.9,3607.0,35.1,10202.0,6.6,98.9886,235.961,0.1,14216.885,102.399,60.0,235.0,477.0,116.0,11065600000000.0,983.0,3.04,1.75,0.13,8.1,2855000.0,2859875.0,0.09,15.4,1201.5,2.1999999999999993,4.529999999999992,74.0122,98.4488,101.7659,2648.4000000000005,11026.699999999999,2374.633,98.17,159.38,109.95,2675.6,2016.0,1.39,628761.0,1.32,-1.0,67962.0,223000.0,-5.3,7.0,0.09,126.86,134.017,167.853457459718,12.3,0.07,1490162.0,2208775.0,4023640.0,122.4,118.2
2014-02-01,1.35,-0.23,11574.5,205.7,3869.626,5.1,4.45,111.5209,101.0636,103.1216,181.7,0.05,118726.0,6007.0,21825.0,115889.0,15243.7,106.7894,105.6993,102.0946,101.0684,235.547,103.8954,100.389,99.7809,111.2495,6.1,12.0,3783.0,36.5,10349.0,6.7,99.1817,236.185,0.06,14307.777,102.454,128.0,219.0,507.0,90.0,11148700000000.0,1045.0,2.67,1.49,0.1,7.8,2852000.0,2864000.0,0.06,15.9,1246.5,2.2,4.3199999999999905,74.7921,98.7589,103.5089,2766.9,11100.2,2519.197999999998,97.55,159.89,108.16,2702.7,1994.0,1.4,640537.0,1.31,1.5,67110.0,230424.0,1.3,7.1,0.1,127.249,134.542,168.49780841295402,12.8,0.07,1532224.0,2243176.0,4102138.0,123.3,119.7
2014-03-01,1.3806,-0.28,11644.5,207.0,3925.88,5.06,4.38,113.7227,101.9125,104.5927,181.7,0.05,118931.0,6038.0,21833.0,116135.0,15248.1,106.4263,107.0102,102.7857,102.2822,236.028,107.6384,102.9282,99.566,115.5063,6.1,12.4,3704.0,35.3,10380.0,6.7,99.6768,236.625,0.08,14381.676,102.646,150.0,208.0,483.0,129.0,11190300000000.0,1062.0,2.66,1.51,0.12,7.7,2787000.0,2832500.0,0.22,15.8,1327.75,2.1,4.36999999999999,75.452,99.3264,104.6935,2764.5000000000005,11149.999999999995,2599.8979999999983,102.88,161.209,108.98,2715.1,1903.0,1.24,638345.0,1.3,1.0,68192.0,232316.0,12.2,7.1,0.1,127.64,135.375,169.195825763758,11.3,0.06,1570067.0,2278256.0,4159972.0,124.5,121.3
2014-04-01,1.3804,0.03,11707.1,208.3,3965.202,4.9,4.24,116.0108,101.7526,103.2627,183.3,0.03,119189.0,6084.0,21853.0,116440.0,15303.0,103.3974,106.8819,98.6524,99.2482,236.468,106.111,101.5437,95.3299,111.7725,5.8,10.8,3479.0,34.9,9702.0,6.2,100.3297,237.072,0.06,14424.352,102.829,188.0,245.0,487.0,123.0,11246500000000.0,1085.0,2.77,1.74,0.13,8.3,2729000.0,2777250.0,0.33,15.7,1286.5,2.099999999999999,4.409999999999991,75.3468,99.6089,104.1533,2762.300000000001,11211.499999999998,2581.3729999999987,99.69,162.989,105.7,2726.9,1797.0,1.3,644206.0,1.3,1.2,66236.0,235841.0,-3.3,6.7,0.1,127.933,135.77100000000002,169.940848085477,9.4,0.08,1603108.0,2320653.0,4236441.0,124.0,120.6
2014-05-01,1.3867,-0.3,11750.9,208.0,3932.539,4.76,4.16,117.0048,102.0493,104.0325,186.8,0.03,119369.0,6109.0,21832.0,116679.0,15322.9,103.1729,107.6107,98.98299999999999,99.7475,236.918,107.0093,102.3896,95.4702,112.8465,5.8,11.1,3360.0,34.4,9859.0,6.3,99.4547,237.529,0.05,14472.043,103.0,167.0,193.0,557.0,90.0,11314800000000.0,1016.0,2.63,1.66,0.1,8.9,2702000.0,2714000.0,0.13,14.6,1283.0,2.099999999999999,4.29,75.5874,99.0442,105.2441,2793.1000000000004,11282.999999999996,2609.4179999999983,99.69,164.702,108.63,2737.3,1937.0,1.28,650371.0,1.3,0.1,65504.0,231767.0,2.0,6.8,0.1,128.188,136.216,170.230830948804,8.6,0.09,1631875.0,2350272.0,4296049.0,124.6,121.3
2014-06-01,1.364,-0.39,11812.7,208.3,3970.973,4.8,4.25,118.5869,102.4143,106.9673,189.5,0.04,119642.0,6133.0,21895.0,116942.0,15351.8,101.3901,110.4194,102.7442,102.6635,237.231,110.5254,104.0252,99.4978,115.5708,5.5,10.5,3116.0,33.9,9460.0,6.1,100.7134,237.837,0.06,14539.284,103.113,198.0,229.0,388.0,96.0,11367100000000.0,1003.0,2.48,1.54,0.1,9.0,2641000.0,2658750.0,0.29,13.8,1254.0,1.9999999999999996,4.1199999999999894,75.8745,99.4731,105.54700000000001,2820.5,11364.7,2654.1349999999993,103.4,166.226,109.21,2751.2,1834.0,1.24,641052.0,1.3,0.2,69424.0,235877.0,2.0,6.5,0.1,128.232,136.433,170.531011180502,8.2,0.08,1647982.5,2374455.0,4326785.5,123.3,119.6
2014-07-01,1.3681,-0.34,11858.1,208.0,4009.08,4.73,4.16,119.1704,102.8679,105.1826,188.6,0.03,119805.0,6178.0,21901.0,117168.0,15374.9,99.1401,109.0085,100.4486,99.9522,237.498,104.0504,99.27,99.6059,103.8944,5.6,11.0,3136.0,32.7,9608.0,6.2,99.4247,238.195,0.06,14592.781,103.298,161.0,264.0,526.0,134.0,11428400000000.0,1073.0,2.58,1.66,0.11,8.9,2579000.0,2588750.0,0.09,13.1,1325.75,1.9999999999999996,4.119999999999991,76.2648,99.3143,106.6189,2834.5,11391.799999999997,2578.6969999999983,106.06,167.145,110.84,2768.4,1886.0,1.33,649129.0,1.3,0.1,67521.0,290623.0,-5.6,6.6,0.1,128.24,136.392,170.62598026299102,7.5,0.1,1663901.0,2404577.0,4377031.0,124.5,121.7
